ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	RECONSTRUCTION	CONCEPT	POS
139	2	JamsayDouentza	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ̀rú, bɛ̀n-ná:, ɛ̀rⁿɛ́	ɛ̀rⁿɛ́	ɛ̀rⁿɛ́=bé				GOAT	noun
140	0	JamsayMondoro	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ̀rú	bɛ̀rú	bɛ̀rú=bé				GOAT	noun
141	0	Mombo	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	úná	úná					GOAT	noun
142	0	BonduSoNajamba	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ínè\\ínà:	ínè	ínà:				GOAT	noun
143	0	Nanga	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂	bɛ́rî	bɛ́rî				GOAT	noun
143	1	Nanga	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂	mírⁿê	mírⁿê				GOAT	noun
143	2	Nanga	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂	mɛ́rⁿɛ̂	mɛ́rⁿɛ̂				GOAT	noun
144	0	Penange	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	úná (ɲ-)	úná	ɲ-úná=gè				GOAT	noun
145	0	PergeTegu	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ɛ̀rⁿɛ́	ɛ̀rⁿɛ́				*b- *ɛrni- \\ b- *ɛrni-mbo	GOAT	noun
146	0	TebulUre	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	írⁿè:\\írⁿì-mbɔ̀ ~ ín-bɔ̀ (sg also ìn before adjective)	írⁿè:	írⁿì-mbɔ̀				GOAT	noun
146	1	TebulUre	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	írⁿè:\\írⁿì-mbɔ̀ ~ ín-bɔ̀ (sg also ìn before adjective)	írⁿè:	ín-bɔ̀				GOAT	noun
147	0	Tiranige	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ùnà	ùnà	ùnà=gè				GOAT	noun
148	0	TogoKan	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ɛ̀rⁿɛ́	ɛ̀rⁿɛ́	ɛ̀rⁿɛ́=mbè				GOAT	noun
149	0	TommoSoTongoTongo	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ɛ̀nɛ́	ɛ̀-nɛ́	ɛ̀-nɛ́=mbe				GOAT	noun
150	0	TomoKanDiangassagou	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	gɛ́:	gɛ́:	gɛ́:=wé				GOAT	noun
151	0	TomoKanSegue	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	gɛ́	gɛ́	gɛ́=wé				GOAT	noun
152	0	ToroTegu	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ɛ̀rⁿá	ɛ̀rⁿá	ɛ̀rⁿá=mǎ				GOAT	noun
153	0	YandaDom	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ʔə́nɛ́\\-mù	ʔə́nɛ́	ʔə́nɛ́-mù				GOAT	noun
154	0	YornoSo	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ɛ̀rⁿɛ́	ɛ̀rⁿɛ́	ɛ̀rⁿɛ́				GOAT	noun
155	0	BankanTey	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	bɛ̀r-yî-m\\-yî:	bɛ̀r-yî-m	bɛ̀r-yî-m-yî				YOUNG GOAT (KID)	noun
156	0	BenTey	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	bɛ̀r yí-m	bɛ̀r yí-m					YOUNG GOAT (KID)	noun
157	0	DogulDomBendiely	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ìnàà égù	ìnàà égù					YOUNG GOAT (KID)	noun
158	0	DonnoSo	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ɛ̀nɛ̀-î:	ɛ̀nɛ̀-î:					YOUNG GOAT (KID)	noun
159	0	JamsayDouentza	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	bɛ̀rⁿ-î:ⁿ	bɛ̀rⁿ-î:ⁿ					YOUNG GOAT (KID)	noun
160	0	Mombo	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	úná wé:	úná wé:					YOUNG GOAT (KID)	noun
161	0	BonduSoNajamba	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	nà:jî:\\nà:jû:	nà:jî:	nà:jû:				YOUNG GOAT (KID)	noun
162	0	Nanga	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	bɛ̀r-yî:	bɛ̀r-yî:					YOUNG GOAT (KID)	noun
163	0	TebulUre	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ìn-ɛ̀dɛ́	ìn-ɛ̀dɛ́					YOUNG GOAT (KID)	noun
164	0	TogoKan	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ɛ̀rⁿ-í:ⁿ	ɛ̀rⁿ-í:ⁿ					YOUNG GOAT (KID)	noun
165	0	TommoSoTongoTongo	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ɛ̀nɛ̀ íí	ɛ̀-nɛ̀ í-í	ɛ̀-nɛ̀ í-í=mbe				YOUNG GOAT (KID)	noun
166	0	ToroTegu	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ɛ̀rⁿà-[ìrⁿ-í:]	ɛ̀rⁿà-ìrⁿ-í:					YOUNG GOAT (KID)	noun
167	0	YandaDom	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ʔə̀n-íyè	ʔə̀n-íyè					YOUNG GOAT (KID)	noun
168	0	YornoSo	goat kid	cabri, chevreau	goat kid	cabri, chevreau	animal/goat	animal/chèvre	ɛ̀rⁿɛ̀-î:	ɛ̀rⁿɛ̀-î:					YOUNG GOAT (KID)	noun
169	0	BenTey	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	bɛ̀r-àjǐ-m\\bɛ̀r-àjǐ:, bɛ̀r árⁿà-m	bɛ̀r-àjǐ-m	bɛ̀r-àjǐ:,				MALE GOAT	noun
169	1	BenTey	billygoat, male goat	bouc, chèvre mâle					bɛ̀r-àjǐ-m\\bɛ̀r-àjǐ:, bɛ̀r árⁿà-m	bɛ̀r árⁿà-m					MALE GOAT	noun
170	0	DonnoSo	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ɛ̀nɛ̀ àná	ɛ̀nɛ̀ àná					MALE GOAT	noun
171	0	JamsayGourou	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	bɛ̀rù àgí:	bɛ̀rù àgí:					MALE GOAT	noun
172	0	JamsayDouentza	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	bɛ̀r-àjí:, bɛ̀rù-àrⁿá	bɛ̀r-àjí:					MALE GOAT	noun
172	1	JamsayDouentza	billygoat, male goat	bouc, chèvre mâle					bɛ̀r-àjí:, bɛ̀rù-àrⁿá	bɛ̀rù-àrⁿá					MALE GOAT	noun
173	0	Mombo	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ùnà wálá	ùnà wálá					MALE GOAT	noun
174	0	BonduSoNajamba	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ìnè ánè\\ìnà: ánà:	ìnè ánè	ìnà: ánà:				MALE GOAT	noun
175	0	Nanga	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	bɛ̀r árⁿà	bɛ̀r árⁿà					MALE GOAT	noun
176	0	TebulUre	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ìnè árⁿá	ìnè árⁿá					MALE GOAT	noun
177	0	TogoKan	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ɛ̀rⁿɛ̀ àrⁿá	ɛ̀rⁿɛ̀ àrⁿá					MALE GOAT	noun
178	0	TommoSoTongoTongo	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ɛ̀nɛ̀ àná	ɛ̀-nɛ̀ àná	ɛ̀-nɛ̀ àná=mbe				MALE GOAT	noun
179	0	TomoKanSegue	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	gɛ̀-jí:	gɛ̀-jí:					MALE GOAT	noun
180	0	ToroTegu	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ɛ̀rⁿà-àrá	ɛ̀rⁿà-àrá					MALE GOAT	noun
181	0	YandaDom	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ʔə̀nɛ̀ án	ʔə̀nɛ̀ án					MALE GOAT	noun
182	0	YornoSo	billygoat, male goat	bouc, chèvre mâle	goat (male)	bouc	animal/goat	animal/chèvre	ɛ̀rⁿɛ̀ àrⁿá	ɛ̀rⁿɛ̀ àrⁿá					MALE GOAT	noun
183	0	BankanTey	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pɛ̀rɛ̌-m\\pɛ̀rɛ́	pɛ̀rɛ̌-m	pɛ̀rɛ́				SHEEP	noun
184	0	BenTey	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pɛ̀rɛ̌-m\\pɛ̀rɛ́	pɛ̀rɛ̌-m	pɛ̀rɛ́				SHEEP	noun
185	0	Bunoge	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	ʔálámà	ʔálámà					SHEEP	noun
186	0	DogulDomBendiely	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pésìgì	pésìgì					SHEEP	noun
187	0	DogulDomKundialang	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pésgè	pésgè					SHEEP	noun
188	0	DonnoSo	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pédù	pédù					SHEEP	noun
189	0	JamsayGourou	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pé:zú	pé:zú					SHEEP	noun
190	0	JamsayDouentza	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pé:jú	pé:jú					SHEEP	noun
191	0	JamsayMondoro	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pé:jú	pé:jú					SHEEP	noun
192	0	Mombo	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	ánnà	ánnà					SHEEP	noun
193	0	BonduSoNajamba	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pɛ̀gɛ́\\pɛ̀gɛ́-mbó	pɛ̀gɛ́	pɛ̀gɛ́-mbó				SHEEP	noun
194	0	Nanga	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pɛ̀rgɛ́	pɛ̀rgɛ́					SHEEP	noun
195	0	Penange	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	àlàmùnɔ̀ (y-)	àlàmùnɔ̀	y-àlàmùnɔ̀				SHEEP	noun
196	0	PergeTegu	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pé:sú	pé:sú					SHEEP	noun
197	0	TebulUre	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	péddè\\pédù-mbò	péddè	pédù-mbò				SHEEP	noun
198	0	Tiranige	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	ámbá ~ á:ná	ámbá					SHEEP	noun
198	1	Tiranige	sheep	mouton					ámbá ~ á:ná	á:ná					SHEEP	noun
199	0	TogoKan	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	péjú	péjú					SHEEP	noun
200	0	TommoSoTongoTongo	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pédú	pé-dú	pé-dú=mbe				SHEEP	noun
201	0	TomoKanDiangassagou	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	péjí	péjí					SHEEP	noun
202	0	TomoKanSegue	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pèjí	pèjí					SHEEP	noun
203	0	ToroTegu	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	bɛ̀lú	bɛ̀lú					SHEEP	noun
204	0	YandaDom	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	pɛ̀:\\-mú	pɛ̀:	pɛ̀:-mú				SHEEP	noun
205	0	YornoSo	sheep	mouton	sheep	mouton	animal/sheep	animal/mouton	péjú	péjú					SHEEP	noun
206	0	BenTey	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pɛ̀rɛ̀-yí-m	pɛ̀rɛ̀-yí-m					LAMB	noun
207	0	DonnoSo	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pèdù-î:	pèdù-î:					LAMB	noun
208	0	JamsayDouentza	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pè:j-î:ⁿ	pè:j-î:ⁿ					LAMB	noun
209	0	Mombo	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	ànnà wé:	ànnà wé:					LAMB	noun
210	0	BonduSoNajamba	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pɛ̀gɛ̀ èndê:\\pɛ̀gɛ̀-mbò òndô:	pɛ̀gɛ̀ èndê:	pɛ̀gɛ̀-mbò òndô:				LAMB	noun
211	0	Nanga	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pɛ̀rgɛ̀-yî:	pɛ̀rgɛ̀-yî:					LAMB	noun
212	0	TebulUre	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pèddè-ɛ̀dɛ́	pèddè-ɛ̀dɛ́					LAMB	noun
213	0	TogoKan	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pèj-í:ⁿ	pèj-í:ⁿ					LAMB	noun
214	0	TommoSoTongoTongo	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pèdù íí	pè-dù íí	pè-dù ú-l-ûm				LAMB	noun
215	0	ToroTegu	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	bɛ̀lù-[ìrⁿ-í:]	bɛ̀lù-ìrⁿ-í:					LAMB	noun
216	0	YandaDom	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pɛ̌-yyè\\-mù	pɛ̌-yyè	pɛ̌-yyè-mù				LAMB	noun
217	0	YornoSo	lamb	agneau	lamb	agneau	animal/sheep	animal/mouton	pèjù-î:	pèjù î:					LAMB	noun
218	0	BankanTey	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pɛ̀rɛ̀ yǎ-m	pɛ̀rɛ̀ yǎ-m					EWE	noun
219	0	BenTey	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pɛ̀rɛ̀ yǎ-m	pɛ̀rɛ̀ yǎ-m					EWE	noun
220	0	JamsayDouentza	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pè:jù-ná:	pè:jù-ná:					EWE	noun
221	0	Mombo	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	ánnà yɔ̂:	ánnà yɔ̂:					EWE	noun
222	0	BonduSoNajamba	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pɛ̀gɛ̀ yɛ̌:\\pɛ̀gɛ̀-mbò yàwó:	pɛ̀gɛ̀ yɛ̌:	pɛ̀gɛ̀-mbò yàwó:				EWE	noun
223	0	Nanga	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pɛ̀rgɛ̀ yǎ-ŋ\\yǎ:	pɛ̀rgɛ̀ yǎ-ŋ	yǎ:				EWE	noun
224	0	TogoKan	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pèjù ná:	pèjù ná:					EWE	noun
225	0	TommoSoTongoTongo	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pèdù yàá	pè-dù yàá	pè-dù yàá				EWE	noun
226	0	TomoKanSegue	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pèjì yà:	pèjì yà:					EWE	noun
227	0	ToroTegu	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	bɛ̀lù-yá	bɛ̀lù-yá					EWE	noun
228	0	YandaDom	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pɛ̀: yɛ̀	pɛ̀: yɛ̀					EWE	noun
229	0	YornoSo	ewe	brebis	ewe	brebis	animal/sheep	animal/mouton	pèjù yǎ:	pèjù yǎ:					EWE	noun
230	0	BenTey	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pɛ̀rɛ̀ árⁿà-m	pɛ̀rɛ̀ árⁿà-m					RAM	noun
231	0	DonnoSo	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pèdù àná	pèdù àná					RAM	noun
232	0	JamsayGourou	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pè:zù àgí:	pè:zù àgí:					RAM	noun
233	0	JamsayDouentza	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pè:jù-àrⁿá	pè:jù-àrⁿá					RAM	noun
234	0	Mombo	ram	bélier	ram	bélier	animal/sheep	animal/mouton	ànnà wálá	ànnà wálá					RAM	noun
235	0	BonduSoNajamba	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pɛ̀g-á:nè\\pɛ̀gɛ̀-mbò ánà:	pɛ̀g-á:nè	pɛ̀gɛ̀-mbò ánà:				RAM	noun
236	0	Nanga	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pɛ̀rgɛ̀ árⁿâ	pɛ̀rgɛ̀ árⁿâ					RAM	noun
237	0	TogoKan	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pèjù àrⁿá	pèjù àrⁿá					RAM	noun
238	0	TommoSoTongoTongo	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pèdù àná	pè-dù àná	pè-dù àná=mbe				RAM	noun
239	0	TomoKanSegue	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pèjì-jèⁿjèⁿ	pèjì-jèⁿjèⁿ					RAM	noun
240	0	ToroTegu	ram	bélier	ram	bélier	animal/sheep	animal/mouton	bɛ̀lù-àrá, bɛ̀l-à:rá	bɛ̀lù-àrá					RAM	noun
240	1	ToroTegu	ram	bélier					bɛ̀lù-àrá, bɛ̀l-à:rá	bɛ̀l-à:rá					RAM	noun
241	0	YornoSo	ram	bélier	ram	bélier	animal/sheep	animal/mouton	pèjù àrⁿá	pèjù àrⁿá					RAM	noun
242	0	BankanTey	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒ-m\\sǒ:	sǒ-m	sǒ:			*sǒN-m	HORSE	noun
243	0	BenTey	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒ-m\\sǒ:	sǒ-m	sǒ:				HORSE	noun
244	0	Bunoge	horse	cheval	horse	cheval	animal/horse	animal/mouton	sé (sê: nɔ̀)	sé	sê: nɔ̀				HORSE	noun
245	0	DogulDomBendiely	horse	cheval	horse	cheval	animal/horse	animal/mouton	sómú	só-mú	só-mú=yà:				HORSE	noun
246	0	DogulDomKundialang	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒm	sǒ-m	sǒ-m=yà:				HORSE	noun
247	0	DonnoSo	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒŋ	sǒŋ	sǒŋ=mbe				HORSE	noun
248	0	JamsayGourou	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒm	sǒm	sǒm-be				HORSE	noun
249	0	JamsayDouentza	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒm	sǒm	sǒm-be				HORSE	noun
250	0	Mombo	horse	cheval	horse	cheval	animal/horse	animal/mouton	sóɲónì	sóɲ ónì					HORSE	noun
251	0	BonduSoNajamba	horse	cheval	horse	cheval	animal/horse	animal/mouton	bàné\\bà-mbó, bǎn\\bǎn-bó	bàné	bà-mbó				HORSE	noun
251	1	BonduSoNajamba	horse	cheval	horse	cheval	animal/horse	animal/mouton	bàné\\bà-mbó, bǎn\\bǎn-bó	bǎn	bǎn-bó				HORSE	noun
252	0	Nanga	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒŋ	sǒŋ	sǒŋ				HORSE	noun
253	0	Penange	horse	cheval	horse	cheval	animal/horse	animal/mouton	sònjòm	sòn jòm	sòn jòm=ge				HORSE	noun
254	0	PergeTegu	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒm	sǒm					HORSE	noun
255	0	TebulUre	horse	cheval	horse	cheval	animal/horse	animal/mouton	sòmé\\sòm-bó	sòm-é	sòm-bó				HORSE	noun
256	0	TiranigeBoui	horse	cheval	horse	cheval	animal/horse	animal/mouton	sóɲóní (Boui), sóɲjóní (Ningo)	sóɲ óní	sóɲ óní=gè				HORSE	noun
256	1	TiranigeNingo	horse	cheval	horse	cheval	animal/horse	animal/mouton	sóɲóní (Boui), sóɲjóní (Ningo)	sóɲ jóní	sóɲ jóní=gè				HORSE	noun
257	0	TogoKan	horse	cheval	horse	cheval	animal/horse	animal/mouton	sɔ̌ⁿ	sɔ̌ⁿ	sɔ̌ⁿ=wé				HORSE	noun
258	0	TommoSoTongoTongo	horse	cheval	horse	cheval	animal/horse	animal/mouton	sóm	sóm	sóm=mbe				HORSE	noun
259	0	ToroTegu	horse	cheval	horse	cheval	animal/horse	animal/mouton	sòŋgú, sòŋú, sǒŋ	sòŋ-gú					HORSE	noun
259	1	ToroTegu	horse	cheval	horse	cheval	animal/horse	animal/mouton	sòŋgú, sòŋú, sǒŋ	sòŋ-ú					HORSE	noun
259	2	ToroTegu	horse	cheval	horse	cheval	animal/horse	animal/mouton	sòŋgú, sòŋú, sǒŋ	sǒŋ	sǒŋ=mǎ				HORSE	noun
260	0	YandaDom	horse	cheval	horse	cheval	animal/horse	animal/mouton	sòm	sòm	sòm-mu				HORSE	noun
261	0	YornoSo	horse	cheval	horse	cheval	animal/horse	animal/mouton	sǒm	sǒm	sǒm				HORSE	noun
262	0	BankanTey	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	tùrùsû-m\\tùrùsû:	tùrùsû-m	tùrùsû:				DOVE	noun
263	0	BenTey	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gɔ᷈:ⁿ-m\\gɔ᷈:ⁿ	gɔ᷈:ⁿ-m	gɔ᷈:ⁿ				DOVE	noun
264	0	Bunoge	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	kùnɛ̀-kúnɛ́ sǎ:mbà	kùnɛ̀-kúnɛ́ sǎ:mbà					DOVE	noun
265	0	DogulDomBendiely	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùlàmbá, gùlàmpá	gùlàmbá					DOVE	noun
265	1	DogulDomBendiely	pigeon (domestic)	pigeon (domestic)					gùlàmbá, gùlàmpá	gùlàmpá					DOVE	noun
266	0	DogulDomKundialang	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùlàmpá	gùlàmpá					DOVE	noun
267	0	DonnoSo	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùlɔ̀mbɔ́	gùlɔ̀mbɔ́					DOVE	noun
268	0	JamsayDouentza	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	kì-kájà	kì-kájà					DOVE	noun
269	0	JamsayMondoro	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gúmbà (domestic), kì-kájà (wild)	gúmbà					DOVE	noun
269	1	JamsayMondoro	pigeon (domestic)	pigeon (domestic)					gúmbà (domestic), kì-kájà (wild)	kì-kájà					DOVE	noun
270	0	Mombo	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	dèbù gúmbá-gúmbà	dèbù gúmbá-gúmbà					DOVE	noun
271	0	BonduSoNajamba	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùrmbâ:\\gùrmbâ:-mbò	gùrmbâ:	gùrmbâ:-mbò				DOVE	noun
272	0	Nanga	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	jà:mbá	jà:mbá					DOVE	noun
273	0	Penange	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	pólmálá:ndì (< Ful.)	pólmálá:ndì					DOVE	noun
274	0	PergeTegu	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	kà-kásà	kà-kásà					DOVE	noun
275	0	TebulUre	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	kágádá\\kágádá-mbɔ̀	kágádá	kágádá-mbɔ̀				DOVE	noun
276	0	Tiranige	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùlùmbá	gùlùmbá					DOVE	noun
277	0	TogoKan	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	pèlè gúmó	pèlè gúmó					DOVE	noun
278	0	TommoSoTongoTongo	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùrùmbáá	gùrù mbáá	gùrù-mbáá=mbe				DOVE	noun
279	0	TomoKanDiangassagou	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	pèlè-búmbàlà	pèlè-búmbàlà					DOVE	noun
280	0	TomoKanSegue	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	pyèlè-búmbàlà	pyèlè búmbàlà					DOVE	noun
281	0	ToroTegu	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	tùsûm	tùsûm					DOVE	noun
282	0	YandaDom	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùlúmbà	gùlúmbà					DOVE	noun
283	0	YornoSo	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	gùrùmâ:	gùrù mâ:					DOVE	noun
284	0	BankanTey	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	nǐ:-m\\nǐ:	nǐ:-m	nǐ:				BIRD	noun
285	0	BenTey	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	nì:yⁿî-m\\nì:yⁿî:	nì:yⁿî-m	nì:yⁿî:				BIRD	noun
286	0	Bunoge	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	ní:bè	ní:bè					BIRD	noun
287	0	DogulDomBendiely	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	lègèègú, nègèègú	lègèègú					BIRD	noun
287	1	DogulDomBendiely	bird (any)	(tout) oiseau					lègèègú, nègèègú	nègèègú					BIRD	noun
288	0	DogulDomKundialang	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	nègě:g	nègě:g					BIRD	noun
289	0	DonnoSo	bird (any)	(tout) oiseau	bird	oiseau	animal/bird	animal/oiseau	sàdâ:	sàdâ:					BIRD	noun
